fm_id,fm_name
13634,GreenSoil Investments
21919,Avance Investment Management
18123,Camber Creek
21924,GLy Capital Management
21928,GLIN Impact Capital
7604,Kayne Anderson Capital Advisors
21412,Alpha Leonis Partners
6573,LGT Capital Partners
6576,Lightspeed Venture Partners
19339,Cresta Fund Management
21941,3B Future Health
3641,Partners Capital
20171,Soleus Capital
18020,Anzu Partners
21947,Balance Legal Capital
12749,Fulcrum Capital Partners
2248,Aon Pension Fund
14767,Anterra Capital
15833,Spring Mountain Capital
17015,Energy Impact Partners
7190,Thompson Street Capital Partners
8011,Topspin Consumer Partners
19228,Stray Dog Capital
18305,XYZ Ventures
15762,Obvious Ventures
13033,YJ Capital
6780,EV Private Equity
12300,Access Venture Partners
18518,Tri Valley Ventures
8514,CEI Ventures
19870,Great North Ventures
6211,Franklin Templeton Investments
14828,Conversion Capital
21972,Cleo Capital
14535,Stellus Capital Management
8148,Prairie Capital
13477,Sozo Ventures
19660,Framework Venture Partners
9018,Guidepost Growth Equity
8183,Excellere Partners
7082,W Capital Partners
19614,Blue Earth Capital
15959,CircleUp
19709,Stonyrock Partners
1953,Houston Exponential
22015,Formentera Partners
15398,Tamiami Angel Funds
20274,TCG Capital Management
15778,Goodwater Capital
8624,Qiming Venture Partners
4013,Blackstone Strategic Partners
11019,Snow Phipps Group
19041,Sweetwater Private Equity
12199,Crescent Capital Group
14731,SparkLabs Global Ventures
22036,LSV
19081,Arbour Lane Capital Management
8457,Northern Light Venture Capital
7714,Carbon Infrastructure Partners
21279,Acrewood Holdings
7551,Activate Venture Partners
22049,AI Capital
19207,Burlington Capital
3828,Flexstone Partners
17036,Churchill
21094,i80 Group
6371,American Securities
14239,Pacific Investment Management Co. (PIMCO)
20107,Summit Rock Advisors
14052,YIELCO Investments
3671,HighVista Strategies
14785,Seavest Investment Group
15223,Expa
18467,Norland Capital
22066,Sixty8 Capital
20218,Cascade Seed Fund
12887,ESO Fund
17120,LGK Wealth Management
21007,Tecumseh Alternatives
6532,Hg
22075,Stride Consumer
19451,ShangBay Capital
18648,Laconia Capital Group
4257,Millennium Bridge Capital
19420,Satwik Ventures
17330,Flyover Capital
7608,Golub Capital Partners
22104,Ripple Ventures
20196,Telstra Ventures
19555,Contrary Capital
12979,ClearVue Partners
21401,Steward Asset Management
8129,CTI Life Sciences Fund
8410,NGP Energy Capital Management
12900,Insignia Capital Group
5552,Ridge Ventures
19704,Thurston Group
4718,Seven Bridges Advisors
19477,Feenix Venture Partners
7502,Western Technology Investment
19528,Newpath Partners
14929,Alpha Partners
19344,NewView Capital
19778,SixThirty
17792,Tetragon Financial Group
15609,BluePointe Capital Management
17729,Cantos Ventures
18838,Further Global Capital Management
18623,Monta Vista Capital
6572,Lexington Partners
6645,Primus Capital
16932,1776
21967,PSG
22135,OVN Capital
15022,World Innovation Lab
2097,Avadis Vorsorge AG
19287,1984 Ventures
11431,Searchlight Capital Partners
8794,Bay Hills Capital
6354,ABRY Partners
16236,Dentsu Group Inc.
15177,AF Ventures
10630,Solamere Capital
16632,BroadVail Capital Partners
14801,Altimeter Capital Management
17290,Trucks Venture
22151,Pearl Diver Capital
18187,Diagram
16554,GreenSky Capital
22152,BKR Capital
20456,Acrew Capital
5804,Almanac Realty Investors
6715,Trident Capital
7414,5AM Ventures
20423,Entrepreneurial Equity Partners
20984,Aspireon Wealth Advisors
22160,Avenue Growth Partners
22169,Agya Ventures
9400,"CapStone Group, LLC"
18765,TheVentureCity
7298,Leeds Equity Partners
1706,Spur Capital Partners
22187,Academy Investor Network
19864,Circulate Capital
6022,Fiera Capital
14176,Deerpath Capital Management
12667,Persistence Capital Partners
18460,Digital Alpha Advisors
11596,Cordiant Capital
19334,Entrepreneur First
22195,Yellow Point Equity Partners
18443,Crosstimbers Capital Group
14195,Y Combinator
19176,Canyon CLO Advisors
3596,Brandywine Trust Group
6495,Foundation Capital
22201,Ethos Invest
20877,Cordatus Capital
21679,Sycamore Tree Capital Partners
16757,Vistara Growth
20235,GHK Capital Partners
11727,NovaQuest Capital Management
17905,Union Capital
22206,Red Arts Capital
22207,H Venture Capital
19919,InnovaHealth Partners
4574,Lightbank
16797,Powerplant Ventures
9012,Capitala Group
16572,Independent Bankers Capital Funds
22209,Aria Growth Partners
8759,Thoma Bravo
8664,Longitude Capital
14172,Creation Investments
20777,Logos Capital
15757,Arrowroot Capital Management
19779,Aviator Capital Management
19893,Breakwater Management
20091,Griffin Gaming Partners
18300,Princeville Capital
6652,Quad-C Management
7127,MidOcean Partners
8945,Angeleno Group
22218,Screendoor Partners
20365,Aligned Climate Capital
4763,Russell Investments
572,Schroders Capital
20605,Arena Investors
13407,Heartwood Partners
22222,Act One Ventures
22223,Vocap Partners
22225,Renegade Partners
6737,Walden International
6759,Lime Rock Partners
19331,Capital Constellation
20233,Amity Ventures
21087,Kerberos Capital Management
14588,Revelstoke Capital Partners
18915,Sky9 Capital
11035,BMW i Ventures
8414,Centerfield Capital Partners
22259,WestCap
22260,Mammoth Scientific
15462,Muzinich & Co.
19974,Gigafund
17505,NewRoad Capital Partners
22266,Chaac Ventures
11001,Castle Creek Capital
16779,Riata Capital Group
13730,Maven Ventures
7775,New Markets Venture Partners
16848,Reach Capital
19391,Arcadian Capital Management
20021,Goat Rodeo Capital
3122,TrueBridge Capital Partners
16877,Athyrium Capital Management
11447,Top Tier Capital Partners
22267,Blisce
20325,West Monroe
14002,Clarion Capital Partners
18678,GPI Capital
15784,Owl Ventures
19954,ONEVC
14771,Montage Ventures
17779,K2VC
18669,1confirmation
20185,C2 Ventures
20426,Moxxie Ventures
20843,Chapford Capital Group
10954,Jacobs Asset Management
18313,Pivotal BioVenture Partners
14317,Bridge Growth Partners
5471,General Atlantic
9120,Valor Equity Partners
12440,Symphony Technology Group
16854,Phoenix Venture Partners
17334,Martis Capital
3230,BBR Partners
18477,ATW Partners
17661,Kingfish Group
22275,True Equity
1721,Darwin Ventures
8411,Vista Equity Partners
20370,Medalist Partners
15748,March Capital
22276,HighPost Capital
19745,Distributed Global
11885,Eastward Capital Partners
18938,Expanding Capital
17646,BlueArc Mezzanine Partners
6443,Columbia Capital
7629,Metalmark Capital
18301,10Talents Investors
21568,Antler
21294,Vertex Ventures US
8648,Okapi Venture Capital
22278,Sutra Ventures
20579,Generate Capital
7424,RRE Ventures
5838,King Street Capital Management
4928,Marathon Asset Management
22283,Magnify Ventures
11390,Level Equity
13150,Assured Investment Management
16697,Sway Ventures
14773,FullCycle Energy Fund
19307,New Summit Investments
20637,Left Lane Capital
22298,Lowercarbon Capital
18416,Agent Capital
17291,Cormorant Asset Management
22301,Graph Ventures
18314,Boom Capital Ventures
8175,SVB Capital
22303,L'Attitude Ventures
22304,Longevity Vision Fund
16415,Root Ventures
21505,Catalio Capital Management
18277,Berkeley Catalyst Fund
22310,Brown Venture Group
19497,Bling Capital
21041,Big Idea Ventures
22314,Vivalto Partners
18368,Blossom Street Ventures
8589,Generation Investment Management
7913,Levine Leichtman Capital Partners
19616,Cassius
12743,Forum Ventures
1626,MidCoast Capital
22322,Step Ahead Capital
12421,Contour Venture Partners
22323,Voyager Ventures
15243,HoldCo Asset Management
22324,Pacific Avenue Capital Partners
22327,Entrepreneurs Roundtable Accelerator
22330,Smash Ventures
22331,Next Play Capital
22332,Nassau Private Credit
22334,Supply Change Capital
22336,Long Journey Ventures
22337,Aravaipa Ventures
22338,SpaceFund
7122,Yaletown Partners
6692,Sterling Partners
22339,Coyote Ventures
18919,Buenaventure One
5648,GI Partners
22346,Top Harvest Capital
19121,Vesey Street Capital Partners
17708,GSV Ventures
13242,Alvarez & Marsal Capital Partners
7272,Generation Partners
7638,UOB Venture Management
15647,ATX Venture Partners
21096,Tilia
22353,BHMS Investments
22354,Clear Frontier Ag. Management
22355,Starlight Ventures
12740,Hayfin Capital Management
7576,Stone Point Capital
12062,Cycle Capital Management
19214,SLR Capital Partners
22361,Chartline Capital Partners
22363,Bering Capital
22364,Momenta Ventures
22370,Applied Real Intelligence
950,Glenmede
22372,Decasonic
20004,Alpaca VC
22377,Tidemark Capital
18652,Folium Capital
22378,Center Rock Capital Partners
6856,Oak Hill Capital
15068,Stanhope Capital
22237,Leeds Illuminate
22261,Nexa Equity
22382,GrowthCurve Capital
6694,TA Associates
22383,Non Sibi Ventures
14409,Arthur Ventures
18656,Growth Catalyst Partners
15665,DCA Capital Partners
20445,Energy Capital Ventures
6500,Calera Capital
8057,AEA Investors
22385,Myelin
17806,Octagon Credit Investors
20092,Vensana Capital
19399,Ducera Partners
16343,Indicator Ventures
6757,JLL Partners
19633,Elsewhere Partners
19320,Story Ventures
13275,O'Reilly AlphaTech Ventures
21913,Zigg Capital
17519,FTW Ventures
21520,JBV Capital
15104,Plymouth Growth
331,AlpInvest Partners
20134,Tiger Iron Capital
13213,Peak Rock Capital
7935,Industrial Opportunity Partners
12410,Kainos Capital
8077,Clayton Associates
18054,Virgo Investment Group
22403,Ambix Venture Management
17832,JumpStart
15983,Astorius
12637,Multiplier Capital
16484,Delos Capital
6577,Lindsay Goldberg
21641,LongRange Capital
8560,Atlantic Street Capital
17926,Edmond de Rothschild Asset Management
19385,Rockbridge Growth Equity
7799,Frontier Venture Capital
15215,Tritium Partners
7356,KB Partners
18813,Las Olas Venture Capital
8551,Mainsail Partners
22447,Plum Alley Investments
22450,Transform Capital
15238,RUBICON Technology Partners
18162,LL Funds
18482,Zeev Ventures
15333,Capital Midwest Fund
19261,Tree Line Capital Partners
22461,Liberty Strategic Capital
9017,Greycroft
21387,Landseer
22465,Conscience VC
22466,412 Venture Fund
22443,Carbon Direct Capital Management
22473,Charoen Pokphand Group
22479,Refinery Ventures
11004,First Round Capital
22486,S16VC
17005,Right Side Capital Management
19729,Yes VC
19926,Tribe Capital
12674,Brightwood Capital Advisors
20029,Coefficient Capital
7435,Manulife Investment Management
13632,Sequel Holdings
6960,Platinum Equity
18480,Aspect Investors
9051,Century Park Capital Partners
13530,Auldbrass Partners
7753,VenCap International
17033,Switch Ventures
18468,Cibolo Energy Partners
18726,Pantera Capital
6684,Sofinnova Investments
20670,Differential Ventures
16941,Zelnick Media Capital
19450,Dragoneer Investment Group
15972,Leavitt Equity Partners
18930,Nonantum Capital Partners
17308,Proterra Investment Partners
20314,Portfolia
5634,ECP
22495,Catenam Capital
22504,VSC Ventures
13389,Borealis Ventures
18141,Pura Vida Investments
14128,Drive Capital
12708,Atalaya Capital Management
22163,Hedosophia
6558,Kelso & Company
20972,Knox Lane
18734,LightBay Capital
16833,New Water Capital
19160,Nosara Capital
18471,Saybrook Fund Advisors
6673,Sentinel Capital Partners
15086,Avalon Ventures
15417,Relay Investments
8455,Marlin Equity Partners
17215,Luxor Capital Group
20400,Labyrinth Capital Partners
22362,Eastlink Capital
8434,GSR Ventures
14390,Sandton Capital Partners
11996,The Raine Group
22510,Callais Capital Management
14462,Strong Ventures
7671,Tiger Global Management
22511,Aditum Bio
22513,NextEquity Partners
14711,Converge
1733,Chevron Technology Ventures
20826,Ahoy Capital
19987,Iron Edge VC
10821,Rembrandt Venture Partners
16709,Altas Partners
18175,Headlands Asset Management
17618,B Capital Group
8523,Maranon Capital
12164,Ethos Capital
18223,ManchesterStory Group
19065,Kennedy Lewis Investment Management
19643,Shenkman Capital Management
22518,Braemont Capital
16828,High Alpha
13541,Simone Investment Managers
22527,Chatham Asset Management
6497,Francisco Partners
22530,Bettor Capital
13678,Bison Capital Asset Management
22533,Exeter Capital
4060,Cimarron Capital Partners
22534,Influence Media Partners
22539,Ecliptic Capital
22540,Flux Capital
15385,Wavemaker Partners
22541,Trident
22549,Halogen Ventures
8050,Water Street
20315,OceanSound Partners
9108,Stone Arch Capital
22529,Everberg Capital
19972,Ankona Capital
19366,EQUIAM
22552,Blue Field Capital
18794,6 Dimensions Capital
20879,How Women Invest
14335,ACME Capital
7918,Northgate Capital
6463,Threshold Ventures
7700,Spark Capital
13673,Arcmont Asset Management
18672,Scopus Ventures
5614,Avenue Capital Group
5220,Wellington Management Company
6437,"Clayton, Dubilier & Rice"
14001,WM Partners (Japan)
22575,SeaFort Capital
10996,Kinderhook Industries
16971,Precursor Ventures
7425,Ardian
7157,Resource Capital Funds
19532,Activate Capital
19852,Hill Path Capital
6991,Advantage Capital
6531,New Heritage Capital
14582,Sandbridge Capital
19556,aMoon
19708,Acorn Pacific Ventures
18411,Defy.
15340,Glade Brook Capital Partners
11682,500 Global
19953,Novalis LifeSciences
18176,CerraCap Ventures
12409,Ridgemont Equity Partners
19374,Resurgens Technology Partners
8608,Ironwood Capital
14209,Promus Ventures
3822,DeA Capital Alternative Funds SGR
7884,EQ Group
14977,Techstars
19594,LIQID
12130,Correlation Ventures
17796,Afore Capital
16928,H Capital
22631,EnFi
19276,Eversept Partners
19634,Evolution Credit Partners
16198,Boost VC
19894,TIA Ventures
21633,Casdin Capital
6731,Veritas Capital
18408,Archer Venture Capital
8441,Azimuth Capital Management
17632,Semillero Ventures
18339,Haystack Ventures
14481,Red Swan Ventures
21601,Shrug Capital
1665,"MSD Capital, L.P."
20339,Plug and Play Ventures
18650,Spring Lane Capital
22678,Longbow Capital Inc.
6540,IGP
13612,Mercer Investments
9023,Corsair Capital
13429,Dakota Pacific Holdings
22683,Fort Ross Ventures
19288,MBX Capital
12615,Peppertree Capital Management
20408,Primer Sazze Partners
16953,Carnelian Energy Capital
22689,Starship Ventures
11248,Blackford Capital
13629,Signia Venture Partners
16812,Southfield Capital Advisors
16769,Geodesic Capital
12499,Penfund
19384,RevolverCap Partners
11698,Siris Capital Group
19257,Mountain Group Partners
16556,OpenGate Capital
7401,Caltius Capital Management
8400,Eagle Private Capital
8172,Health Enterprise Partners
6891,Sun Capital Partners
10928,Georgian Partners
20360,Liquid Stock
19551,Aero Capital Solutions
6518,GTCR
16972,Pearl Energy Investments
22720,Cross-Border Impact Ventures
14058,Global Brain Corporation
16774,Felix Capital
22735,Accelia Capital
10941,Hollyport Capital
18854,RiverGlade Capital
19393,Tusk Ventures
8908,SK Capital Partners
16913,Lakestar
22739,Korify Capital
20337,Clocktower Technology Ventures
21100,L Capital
15130,Pacific Lake Partners
14665,Kartesia
7169,L Catterton
22747,Sound Bioventures
17561,Sumeru Equity Partners
8629,Bayside Capital
6404,Blue Point Capital Partners
21465,Access Holdings
17273,CourtsideVC
3988,Mill Creek Capital Advisors
13446,Fyrfly Venture Partners
20608,Avenir Growth Capital
11714,San Francisco Equity Partners
22753,Atlantic Park
21612,Hunter Point Capital; HPC
2333,Industry Ventures
15904,Reinventure Capital
13178,Tribeca Venture Partners
6562,Kleiner Perkins
12445,NextView Ventures
20058,Rainfall Ventures
11518,Lerer Hippeau
17600,TriArtisan Capital Advisors
22760,Braes Capital
22761,Dorm Room Fund
21106,Siddhi Capital
17431,Ten Eleven Ventures
17775,True Wealth Ventures
20796,Xplorer Capital
8024,River Cities Capital
11014,Mutual Capital Partners
16740,rocketship.vc
22467,Decibel Partners
22771,S4S Ventures
18700,Hustle Fund
19590,FINTOP Capital
22776,Draft Ventures
21312,Altura Capital
13646,Point Nine
6429,CRV
16331,Hillhouse Capital Group
11547,DC Capital Partners
19472,Interlock Partners
22741,Bentley iTwin Ventures
22589,Chimera Capital
22784,Swiftarc Ventures
20424,Sure Ventures
22233,Dragonfly Capital Partners
7177,Altira Group
20392,Transformation Capital
1393,Pictet Alternative Advisors SA
15754,Album VC
20247,Oceans
21554,Clerisy
8155,OpenView Partners
15969,L Squared Capital Partners
19957,Crossplane Capital
20673,Ardan Equity Partners
17027,DeepWork Capital
19941,Link Ventures
6571,Leonard Green & Partners
22249,Architect Capital
22795,Grafine Partners
6554,JMI Equity
8575,WindRose Health Investors
20199,Trust Ventures
21937,Denali Growth Partners
15487,Vertical Venture Partners
19726,Unshackled Ventures
18947,Presidio View Capital
6872,ArcLight Capital Partners
11259,Crown Capital Partners
22807,Ansa Capital
6782,Cinven
19322,Ehrenkranz Partners
22810,Divergent Wealth Advisors
22811,FourCities Capital
20261,Unusual Ventures
20017,Brick & Mortar Ventures
7620,Storm Ventures
8443,Invest Detroit
18683,Tyche Partners
22818,Innovate Capital Growth
22819,Include Ventures
22822,Collide Capital
15082,Seventure Partners
22824,New Legacy
22825,Majority Search
6680,Siguler Guff
22826,Cadenza
13456,Thayer Ventures
22831,L Capital
19642,Equal Ventures
16994,Clear Ventures
6382,Astorg
8559,Clearview Capital
10829,Mercury Fund
22833,Delos Capital
6373,Apax Partners
16613,Vance Street Capital
22835,Galaxy Digital
11472,Nextech Invest
11916,B Dash Ventures
8120,Treadstone Energy Partners
21896,Clearhaven Partners
22837,Kapor Capital
22838,Scribble Ventures
22607,Coral Tree Partners
19858,Clovis Point Capital
20059,Quaestus Capital Management
14173,Tailwater Capital
12400,WestSummit Capital
22852,Commonweal Ventures
22855,Aera VC
13059,ENIAC Ventures
20907,Tau Ventures
17029,Kline Hill Partners
18558,Congruent Ventures
6721,Updata Partners
22881,LAB Miami Ventures
22883,Embedded Ventures
19382,Fernbrook Capital Management
22884,Lattice Capital
17972,KEEN Venture Partners
22886,Legacy Knight
22890,New Republic Partners
16372,Long Point Capital
19896,Kinzie Capital Partners
7068,Zouk Capital
22895,Harvest Growth Capital
6615,Nordic Capital
13880,Ocean Avenue Capital Partners
6745,Wind Point Partners
22896,Grey Street Capital
18433,Search Fund Partners
22897,Seaport Global
22903,Nanban Ventures
16726,Slow Ventures
21739,Ten Coves Capital
19714,Cofounders Capital
21421,MicroVentures
22905,Coliseum Capital
18298,Lynett Capital
22906,ROBO Global
16014,White Oak Global Advisors
22908,Ion Crossover Partners
22909,Coalition Investment Partners
8295,St. Cloud Capital
17872,Better Ventures
6581,Madison Dearborn Partners
22910,Ottawa Avenue Private Capital
22912,Compass Group Equity Partners
12669,Harlan Capital Partners
8059,Gridiron Capital
22915,Garcia Hamilton & Associates
22916,Blue Vision Capital
12792,Headwater Equity Partners
1643,Mediobanca
19719,Toyota Ventures
13839,Flare Capital Partners
22927,Altera Advisors
22928,Black Founders Matter
22929,Ganas Ventures
22930,Perennial Partners
16304,Bee Partners
18754,SeventySix Capital
22933,Radius Capital Ventures
22934,Company Ventures
22936,Fin Capital
22938,Tacora Capital
19593,Forebright Capital Management
6154,Tishman Speyer
8784,Floodgate
20466,Sterling Road
10858,Andreessen Horowitz
6393,Battery Ventures
18268,NeoTribe Ventures
20259,FreeFlow
14223,LRVHealth
20967,Construct Capital
7283,Rock Creek Capital
19358,Frist Cressey Ventures
20971,Addition
20357,Cresset Partners
21434,Shine Capital
12806,Freestyle Capital
15804,Cowboy Ventures
15404,Future\Perfect Ventures
22953,Medical Excellence Capital
12724,CIC Partners
20738,"Spearhead Capital, LLC"
19119,SDC Capital Partners
19560,GFR Fund
15014,Portland Seed Fund
22962,Long Path Partners
22963,Propel Bio Partners
2861,Fund Evaluation Group
21049,Concrete Rose
20958,Acorn Bioventures
19928,The Artemis Fund
22965,Stonecutter Ventures
20006,Winthrop Square Capital
19441,Kindred Ventures
22966,Distributed Ventures
18617,Rhapsody Venture Partners
22967,Broad Sky Partners
22968,KSV Global
7372,BPOC
14333,Harren Equity Partners
20198,Brighton Park Capital
18602,Dunes Point Capital
18282,Bonfire Ventures
11715,Signet Healthcare Partners
8224,SV Health Investors
22970,Greybull Stewardship
19927,Panache Ventures
22972,Cypher Capital
18894,Morningside Capital Management
22975,GFT Ventures
22978,Clarity Capital Partners
22979,SemperVirens
12759,Cotton Creek Capital
22980,Third Sphere
22981,The General Partnership
10721,Invision Capital
22982,Carthona Capital
7379,Waud Capital Partners
15806,Strattam Capital
13096,Cervin Ventures
8968,Atomico
20136,Canapi Ventures
18735,Azalea Group
22988,Trinity Investors
22993,Power Sustainable
15750,Main Post Partners
16858,Madryn Asset Management
11018,BDT Capital Partners
22994,EJF Capital
22995,Aestus Capital
1627,Montauk TriGuard
9129,First Eagle Investment Management
18201,Tenfore Holding
20814,Arctos Sports Partners
12522,LongueVue Capital
12388,Uncork Capital
22998,Wisdom Ventures
8036,Union Square Ventures
21361,BOND
22999,Rain Capital
16700,Playground Global
23002,Brick Street Capital
12159,SK Ventures
6907,OrbiMed Advisors
19654,Realization Capital Partners
23005,Viridescent Capital
23006,Squadra Ventures
13102,MetLife Investment Management
16778,Blue Collective
21801,Canyon Capital Advisors
12624,Tamarix Capital
2978,ODDO BHF Private Equity
17781,Brixey & Meyer Capital
19627,HighCape Capital
6868,Arlington Capital Partners
14040,Anacapa Partners
20884,Goldfinch Partners
23010,CM Wealth Advisors
19147,Town Hall Ventures
16251,Golden Venture Partners
15960,HealthQuest Capital
22379,Capstar Ventures
23012,AB Health Ventures
8736,Andera Partners
9100,Foundry Group
6376,ARCH Venture Partners
19365,Blue Torch Capital
23014,ARC Group
18781,NFX Capital
18713,Atomic
11636,Altamount Capital Management
23016,Echo River Capital
20203,Red Sea Ventures
18403,Lumerity Capital
14547,Silverton Partners
5867,Sculptor Capital Management
23018,Prelude Ventures
16963,Gamut Capital Management
12917,SaaS Capital
23020,Battle Investment Group
16694,1315 Capital
7949,Millennium Technology Value Partners
10763,Hastings Equity Partners
8152,.406 Ventures
12779,Headlands Capital Management
3652,Jasper Ridge Partners
22918,Goanna Capital
23022,ASH Ventures
23023,Red Iron Group
21015,Petrichor Healthcare Capital Management
12686,Annapolis Capital
17056,White Star Capital
8768,Ninety One plc.
7924,Alterra Private Equity Group
23026,Evok Innovations
23027,Pomerleau Capital
16855,Impact Engine
17511,Brightstar Capital Partners
17061,Soundcore Capital Partners
16174,Bernhard Capital Partners
23029,Lios Partners
23030,TGC Impact
13388,Partners for Growth
23034,Pivotal Life Sciences
23035,Rapha Capital Management
8230,Vintage Investment Partners
14251,Nashville Capital Network
7771,ADM Capital
18914,Domain Capital Advisors
18593,Idea Fund
11223,Illuminate Ventures
6718,Trivest Partners
22272,Continuim Equity Partners
14669,Hauser Private Equity
23047,Halle Capital Management
18256,CULT Capital
17457,Liberty Hall Capital Partners
22428,10T Holdings
23050,WndrCo
14918,Glendon Capital Management
15584,Brightstone Venture Capital
12399,EchoVC Partners
23053,Kin Ventures
7174,Quantum Energy Partners
23054,Amen Capital
21636,Troy Capital Partners
12593,Bullpen Capital
